,Property,Value,Group,Cohort,Level,Origin
5096,assortativity,0.278,control,Yang_2020,phylum,0.278
5097,transitivity,0.0,control,Yang_2020,phylum,0.0
5098,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5099,density,-0.28,control,Yang_2020,phylum,-0.28
5100,assortativity,0.357,control,Yang_2020,phylum,0.357
5101,transitivity,0.176,control,Yang_2020,phylum,0.176
5102,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5103,density,-0.635,control,Yang_2020,phylum,-0.635
5104,assortativity,0.476,control,Yang_2020,phylum,0.476
5105,transitivity,0.176,control,Yang_2020,phylum,0.176
5106,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5107,density,-0.64,control,Yang_2020,phylum,-0.64
5108,assortativity,0.476,control,Yang_2020,phylum,0.476
5109,transitivity,0.545,control,Yang_2020,phylum,0.545
5110,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5111,density,-0.335,control,Yang_2020,phylum,-0.335
5112,assortativity,0.476,control,Yang_2020,phylum,0.476
5113,transitivity,0.429,control,Yang_2020,phylum,0.429
5114,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5115,density,-0.175,control,Yang_2020,phylum,-0.175
5116,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5117,transitivity,0.3,CRC,Yang_2020,phylum,0.3
5118,algebraic_connectivity,1.0,CRC,Yang_2020,phylum,1.0
5119,density,-0.679,CRC,Yang_2020,phylum,-0.679
5120,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5121,transitivity,0.273,CRC,Yang_2020,phylum,0.273
5122,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5123,density,-0.237,CRC,Yang_2020,phylum,-0.237
5124,assortativity,0.278,CRC,Yang_2020,phylum,0.278
5125,transitivity,0.214,CRC,Yang_2020,phylum,0.214
5126,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5127,density,-0.35,CRC,Yang_2020,phylum,-0.35
5128,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5129,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5130,algebraic_connectivity,0.374,CRC,Yang_2020,phylum,0.374
5131,density,-0.545,CRC,Yang_2020,phylum,-0.545
5132,assortativity,0.476,control,Yang_2020,phylum,0.476
5133,transitivity,0.3,control,Yang_2020,phylum,0.3
5134,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5135,density,-0.357,control,Yang_2020,phylum,-0.357
5136,assortativity,0.357,control,Yang_2020,phylum,0.357
5137,transitivity,0.214,control,Yang_2020,phylum,0.214
5138,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5139,density,-0.542,control,Yang_2020,phylum,-0.542
5140,assortativity,0.357,control,Yang_2020,phylum,0.357
5141,transitivity,0.0,control,Yang_2020,phylum,0.0
5142,algebraic_connectivity,0.452,control,Yang_2020,phylum,0.452
5143,density,-0.62,control,Yang_2020,phylum,-0.62
5144,assortativity,0.476,control,Yang_2020,phylum,0.476
5145,transitivity,0.3,control,Yang_2020,phylum,0.3
5146,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5147,density,-0.323,control,Yang_2020,phylum,-0.323
5148,assortativity,0.357,control,Yang_2020,phylum,0.357
5149,transitivity,0.176,control,Yang_2020,phylum,0.176
5150,algebraic_connectivity,0.507,control,Yang_2020,phylum,0.507
5151,density,-0.462,control,Yang_2020,phylum,-0.462
5152,assortativity,0.667,control,Yang_2020,phylum,0.667
5153,transitivity,0.529,control,Yang_2020,phylum,0.529
5154,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5155,density,-0.386,control,Yang_2020,phylum,-0.386
5156,assortativity,0.667,control,Yang_2020,phylum,0.667
5157,transitivity,0.4,control,Yang_2020,phylum,0.4
5158,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5159,density,-0.589,control,Yang_2020,phylum,-0.589
5160,assortativity,0.476,control,Yang_2020,phylum,0.476
5161,transitivity,0.4,control,Yang_2020,phylum,0.4
5162,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5163,density,-0.534,control,Yang_2020,phylum,-0.534
5164,assortativity,0.357,control,Yang_2020,phylum,0.357
5165,transitivity,0.13,control,Yang_2020,phylum,0.13
5166,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5167,density,-0.742,control,Yang_2020,phylum,-0.742
5168,assortativity,1.0,control,Yang_2020,phylum,1.0
5169,transitivity,0.8,control,Yang_2020,phylum,0.8
5170,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5171,density,-0.396,control,Yang_2020,phylum,-0.396
5172,assortativity,0.667,control,Yang_2020,phylum,0.667
5173,transitivity,0.474,control,Yang_2020,phylum,0.474
5174,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5175,density,-0.639,control,Yang_2020,phylum,-0.639
5176,assortativity,0.357,control,Yang_2020,phylum,0.357
5177,transitivity,0.13,control,Yang_2020,phylum,0.13
5178,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5179,density,-0.742,control,Yang_2020,phylum,-0.742
5180,assortativity,0.476,control,Yang_2020,phylum,0.476
5181,transitivity,0.333,control,Yang_2020,phylum,0.333
5182,algebraic_connectivity,0.322,control,Yang_2020,phylum,0.322
5183,density,-0.003,control,Yang_2020,phylum,-0.003
5184,assortativity,0.476,control,Yang_2020,phylum,0.476
5185,transitivity,0.214,control,Yang_2020,phylum,0.214
5186,algebraic_connectivity,0.596,control,Yang_2020,phylum,0.596
5187,density,-0.566,control,Yang_2020,phylum,-0.566
5188,assortativity,0.667,control,Yang_2020,phylum,0.667
5189,transitivity,0.643,control,Yang_2020,phylum,0.643
5190,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5191,density,-0.141,control,Yang_2020,phylum,-0.141
5192,assortativity,0.357,control,Yang_2020,phylum,0.357
5193,transitivity,0.231,control,Yang_2020,phylum,0.231
5194,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5195,density,-0.347,control,Yang_2020,phylum,-0.347
5196,assortativity,0.357,control,Yang_2020,phylum,0.357
5197,transitivity,0.158,control,Yang_2020,phylum,0.158
5198,algebraic_connectivity,0.574,control,Yang_2020,phylum,0.574
5199,density,-0.667,control,Yang_2020,phylum,-0.667
5200,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5201,transitivity,0.3,CRC,Yang_2020,phylum,0.3
5202,algebraic_connectivity,0.296,CRC,Yang_2020,phylum,0.296
5203,density,0.058,CRC,Yang_2020,phylum,0.058
5204,assortativity,0.476,control,Yang_2020,phylum,0.476
5205,transitivity,0.25,control,Yang_2020,phylum,0.25
5206,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5207,density,-0.482,control,Yang_2020,phylum,-0.482
5208,assortativity,0.476,control,Yang_2020,phylum,0.476
5209,transitivity,0.0,control,Yang_2020,phylum,0.0
5210,algebraic_connectivity,0.867,control,Yang_2020,phylum,0.867
5211,density,-0.756,control,Yang_2020,phylum,-0.756
5212,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5213,transitivity,0.214,CRC,Yang_2020,phylum,0.214
5214,algebraic_connectivity,0.596,CRC,Yang_2020,phylum,0.596
5215,density,-0.542,CRC,Yang_2020,phylum,-0.542
5216,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5217,transitivity,0.462,CRC,Yang_2020,phylum,0.462
5218,algebraic_connectivity,0.359,CRC,Yang_2020,phylum,0.359
5219,density,0.287,CRC,Yang_2020,phylum,0.287
5220,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5221,transitivity,0.231,CRC,Yang_2020,phylum,0.231
5222,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5223,density,-0.287,CRC,Yang_2020,phylum,-0.287
5224,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5225,transitivity,0.214,CRC,Yang_2020,phylum,0.214
5226,algebraic_connectivity,0.596,CRC,Yang_2020,phylum,0.596
5227,density,-0.542,CRC,Yang_2020,phylum,-0.542
5228,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5229,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5230,algebraic_connectivity,0.322,CRC,Yang_2020,phylum,0.322
5231,density,-0.262,CRC,Yang_2020,phylum,-0.262
5232,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5233,transitivity,0.188,CRC,Yang_2020,phylum,0.188
5234,algebraic_connectivity,0.586,CRC,Yang_2020,phylum,0.586
5235,density,-0.312,CRC,Yang_2020,phylum,-0.312
5236,assortativity,1.0,CRC,Yang_2020,phylum,1.0
5237,transitivity,0.545,CRC,Yang_2020,phylum,0.545
5238,algebraic_connectivity,1.0,CRC,Yang_2020,phylum,1.0
5239,density,-0.333,CRC,Yang_2020,phylum,-0.333
5240,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5241,transitivity,0.5,CRC,Yang_2020,phylum,0.5
5242,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5243,density,0.28,CRC,Yang_2020,phylum,0.28
5244,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5245,transitivity,0.25,CRC,Yang_2020,phylum,0.25
5246,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5247,density,-0.538,CRC,Yang_2020,phylum,-0.538
5248,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5249,transitivity,0.4,CRC,Yang_2020,phylum,0.4
5250,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5251,density,-0.228,CRC,Yang_2020,phylum,-0.228
5252,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5253,transitivity,0.25,CRC,Yang_2020,phylum,0.25
5254,algebraic_connectivity,0.882,CRC,Yang_2020,phylum,0.882
5255,density,-0.4,CRC,Yang_2020,phylum,-0.4
5256,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5257,transitivity,0.545,CRC,Yang_2020,phylum,0.545
5258,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5259,density,-0.289,CRC,Yang_2020,phylum,-0.289
5260,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5261,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5262,algebraic_connectivity,0.386,CRC,Yang_2020,phylum,0.386
5263,density,-0.053,CRC,Yang_2020,phylum,-0.053
5264,assortativity,1.0,CRC,Yang_2020,phylum,1.0
5265,transitivity,0.643,CRC,Yang_2020,phylum,0.643
5266,algebraic_connectivity,1.586,CRC,Yang_2020,phylum,1.586
5267,density,-0.364,CRC,Yang_2020,phylum,-0.364
5268,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5269,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5270,algebraic_connectivity,0.433,CRC,Yang_2020,phylum,0.433
5271,density,-0.091,CRC,Yang_2020,phylum,-0.091
5272,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5273,transitivity,0.375,CRC,Yang_2020,phylum,0.375
5274,algebraic_connectivity,0.684,CRC,Yang_2020,phylum,0.684
5275,density,-0.349,CRC,Yang_2020,phylum,-0.349
5276,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5277,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5278,algebraic_connectivity,0.382,CRC,Yang_2020,phylum,0.382
5279,density,-0.22,CRC,Yang_2020,phylum,-0.22
5280,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5281,transitivity,0.158,CRC,Yang_2020,phylum,0.158
5282,algebraic_connectivity,0.671,CRC,Yang_2020,phylum,0.671
5283,density,-0.416,CRC,Yang_2020,phylum,-0.416
5284,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5285,transitivity,0.2,CRC,Yang_2020,phylum,0.2
5286,algebraic_connectivity,0.41,CRC,Yang_2020,phylum,0.41
5287,density,-0.385,CRC,Yang_2020,phylum,-0.385
5288,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5289,transitivity,0.333,CRC,Yang_2020,phylum,0.333
5290,algebraic_connectivity,0.704,CRC,Yang_2020,phylum,0.704
5291,density,-0.632,CRC,Yang_2020,phylum,-0.632
5292,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5293,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5294,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5295,density,-0.175,CRC,Yang_2020,phylum,-0.175
5296,assortativity,0.278,CRC,Yang_2020,phylum,0.278
5297,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5298,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5299,density,-0.402,CRC,Yang_2020,phylum,-0.402
5300,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5301,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5302,algebraic_connectivity,0.764,CRC,Yang_2020,phylum,0.764
5303,density,-0.497,CRC,Yang_2020,phylum,-0.497
5304,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5305,transitivity,0.3,CRC,Yang_2020,phylum,0.3
5306,algebraic_connectivity,0.631,CRC,Yang_2020,phylum,0.631
5307,density,-0.341,CRC,Yang_2020,phylum,-0.341
5308,assortativity,1.0,CRC,Yang_2020,phylum,1.0
5309,transitivity,0.462,CRC,Yang_2020,phylum,0.462
5310,algebraic_connectivity,2.0,CRC,Yang_2020,phylum,2.0
5311,density,-0.308,CRC,Yang_2020,phylum,-0.308
5312,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5313,transitivity,0.214,CRC,Yang_2020,phylum,0.214
5314,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5315,density,-0.542,CRC,Yang_2020,phylum,-0.542
5316,assortativity,0.667,control,Yang_2020,phylum,0.667
5317,transitivity,0.462,control,Yang_2020,phylum,0.462
5318,algebraic_connectivity,0.764,control,Yang_2020,phylum,0.764
5319,density,-0.516,control,Yang_2020,phylum,-0.516
5320,assortativity,0.357,control,Yang_2020,phylum,0.357
5321,transitivity,0.176,control,Yang_2020,phylum,0.176
5322,algebraic_connectivity,0.507,control,Yang_2020,phylum,0.507
5323,density,-0.633,control,Yang_2020,phylum,-0.633
5324,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5325,transitivity,0.158,CRC,Yang_2020,phylum,0.158
5326,algebraic_connectivity,0.574,CRC,Yang_2020,phylum,0.574
5327,density,-0.667,CRC,Yang_2020,phylum,-0.667
5328,assortativity,0.278,CRC,Yang_2020,phylum,0.278
5329,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5330,algebraic_connectivity,0.382,CRC,Yang_2020,phylum,0.382
5331,density,-0.277,CRC,Yang_2020,phylum,-0.277
5332,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5333,transitivity,0.0,CRC,Yang_2020,phylum,0.0
5334,algebraic_connectivity,0.319,CRC,Yang_2020,phylum,0.319
5335,density,-0.392,CRC,Yang_2020,phylum,-0.392
5336,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5337,transitivity,0.474,CRC,Yang_2020,phylum,0.474
5338,algebraic_connectivity,1.0,CRC,Yang_2020,phylum,1.0
5339,density,-0.416,CRC,Yang_2020,phylum,-0.416
5340,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5341,transitivity,0.176,CRC,Yang_2020,phylum,0.176
5342,algebraic_connectivity,1.0,CRC,Yang_2020,phylum,1.0
5343,density,-0.64,CRC,Yang_2020,phylum,-0.64
5344,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5345,transitivity,0.375,CRC,Yang_2020,phylum,0.375
5346,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5347,density,0.0,CRC,Yang_2020,phylum,0.0
5348,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5349,transitivity,0.214,CRC,Yang_2020,phylum,0.214
5350,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5351,density,-0.542,CRC,Yang_2020,phylum,-0.542
5352,assortativity,0.357,CRC,Yang_2020,phylum,0.357
5353,transitivity,0.3,CRC,Yang_2020,phylum,0.3
5354,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5355,density,-0.385,CRC,Yang_2020,phylum,-0.385
5356,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5357,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5358,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5359,density,-0.043,CRC,Yang_2020,phylum,-0.043
5360,assortativity,1.0,CRC,Yang_2020,phylum,1.0
5361,transitivity,0.75,CRC,Yang_2020,phylum,0.75
5362,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5363,density,0.583,CRC,Yang_2020,phylum,0.583
5364,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5365,transitivity,0.231,CRC,Yang_2020,phylum,0.231
5366,algebraic_connectivity,0.551,CRC,Yang_2020,phylum,0.551
5367,density,-0.536,CRC,Yang_2020,phylum,-0.536
5368,assortativity,0.476,CRC,Yang_2020,phylum,0.476
5369,transitivity,0.429,CRC,Yang_2020,phylum,0.429
5370,algebraic_connectivity,0.0,CRC,Yang_2020,phylum,0.0
5371,density,-0.364,CRC,Yang_2020,phylum,-0.364
5372,assortativity,0.667,CRC,Yang_2020,phylum,0.667
5373,transitivity,0.474,CRC,Yang_2020,phylum,0.474
5374,algebraic_connectivity,1.0,CRC,Yang_2020,phylum,1.0
5375,density,-0.639,CRC,Yang_2020,phylum,-0.639
5376,assortativity,0.476,control,Yang_2020,phylum,0.476
5377,transitivity,0.4,control,Yang_2020,phylum,0.4
5378,algebraic_connectivity,0.422,control,Yang_2020,phylum,0.422
5379,density,-0.296,control,Yang_2020,phylum,-0.296
5380,assortativity,0.357,control,Yang_2020,phylum,0.357
5381,transitivity,0.13,control,Yang_2020,phylum,0.13
5382,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5383,density,-0.742,control,Yang_2020,phylum,-0.742
5384,assortativity,0.667,control,Yang_2020,phylum,0.667
5385,transitivity,0.0,control,Yang_2020,phylum,0.0
5386,algebraic_connectivity,0.657,control,Yang_2020,phylum,0.657
5387,density,-0.262,control,Yang_2020,phylum,-0.262
5388,assortativity,0.476,control,Yang_2020,phylum,0.476
5389,transitivity,0.429,control,Yang_2020,phylum,0.429
5390,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5391,density,-0.479,control,Yang_2020,phylum,-0.479
5392,assortativity,0.357,control,Yang_2020,phylum,0.357
5393,transitivity,0.0,control,Yang_2020,phylum,0.0
5394,algebraic_connectivity,0.268,control,Yang_2020,phylum,0.268
5395,density,-0.085,control,Yang_2020,phylum,-0.085
5396,assortativity,0.667,control,Yang_2020,phylum,0.667
5397,transitivity,0.474,control,Yang_2020,phylum,0.474
5398,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5399,density,-0.639,control,Yang_2020,phylum,-0.639
5400,assortativity,0.476,control,Yang_2020,phylum,0.476
5401,transitivity,0.176,control,Yang_2020,phylum,0.176
5402,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5403,density,-0.64,control,Yang_2020,phylum,-0.64
5404,assortativity,0.476,control,Yang_2020,phylum,0.476
5405,transitivity,0.273,control,Yang_2020,phylum,0.273
5406,algebraic_connectivity,0.368,control,Yang_2020,phylum,0.368
5407,density,-0.459,control,Yang_2020,phylum,-0.459
5408,assortativity,0.667,control,Yang_2020,phylum,0.667
5409,transitivity,0.4,control,Yang_2020,phylum,0.4
5410,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5411,density,-0.589,control,Yang_2020,phylum,-0.589
5412,assortativity,0.667,control,Yang_2020,phylum,0.667
5413,transitivity,0.474,control,Yang_2020,phylum,0.474
5414,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5415,density,-0.639,control,Yang_2020,phylum,-0.639
5416,assortativity,0.667,control,Yang_2020,phylum,0.667
5417,transitivity,0.529,control,Yang_2020,phylum,0.529
5418,algebraic_connectivity,0.885,control,Yang_2020,phylum,0.885
5419,density,-0.394,control,Yang_2020,phylum,-0.394
5420,assortativity,0.667,control,Yang_2020,phylum,0.667
5421,transitivity,0.429,control,Yang_2020,phylum,0.429
5422,algebraic_connectivity,0.764,control,Yang_2020,phylum,0.764
5423,density,-0.497,control,Yang_2020,phylum,-0.497
5424,assortativity,0.476,control,Yang_2020,phylum,0.476
5425,transitivity,0.214,control,Yang_2020,phylum,0.214
5426,algebraic_connectivity,0.596,control,Yang_2020,phylum,0.596
5427,density,-0.542,control,Yang_2020,phylum,-0.542
5428,assortativity,0.667,control,Yang_2020,phylum,0.667
5429,transitivity,0.6,control,Yang_2020,phylum,0.6
5430,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5431,density,-0.457,control,Yang_2020,phylum,-0.457
5432,assortativity,0.476,control,Yang_2020,phylum,0.476
5433,transitivity,0.333,control,Yang_2020,phylum,0.333
5434,algebraic_connectivity,0.704,control,Yang_2020,phylum,0.704
5435,density,-0.632,control,Yang_2020,phylum,-0.632
5436,assortativity,0.667,control,Yang_2020,phylum,0.667
5437,transitivity,0.4,control,Yang_2020,phylum,0.4
5438,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5439,density,-0.589,control,Yang_2020,phylum,-0.589
5440,assortativity,0.476,control,Yang_2020,phylum,0.476
5441,transitivity,0.3,control,Yang_2020,phylum,0.3
5442,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5443,density,-0.679,control,Yang_2020,phylum,-0.679
5444,assortativity,0.667,control,Yang_2020,phylum,0.667
5445,transitivity,0.4,control,Yang_2020,phylum,0.4
5446,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5447,density,-0.589,control,Yang_2020,phylum,-0.589
5448,assortativity,0.667,control,Yang_2020,phylum,0.667
5449,transitivity,0.474,control,Yang_2020,phylum,0.474
5450,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5451,density,-0.639,control,Yang_2020,phylum,-0.639
5452,assortativity,0.667,control,Yang_2020,phylum,0.667
5453,transitivity,0.529,control,Yang_2020,phylum,0.529
5454,algebraic_connectivity,0.885,control,Yang_2020,phylum,0.885
5455,density,-0.394,control,Yang_2020,phylum,-0.394
5456,assortativity,0.476,control,Yang_2020,phylum,0.476
5457,transitivity,0.375,control,Yang_2020,phylum,0.375
5458,algebraic_connectivity,0.596,control,Yang_2020,phylum,0.596
5459,density,-0.413,control,Yang_2020,phylum,-0.413
5460,assortativity,0.476,control,Yang_2020,phylum,0.476
5461,transitivity,0.375,control,Yang_2020,phylum,0.375
5462,algebraic_connectivity,0.684,control,Yang_2020,phylum,0.684
5463,density,-0.349,control,Yang_2020,phylum,-0.349
5464,assortativity,0.476,control,Yang_2020,phylum,0.476
5465,transitivity,0.176,control,Yang_2020,phylum,0.176
5466,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5467,density,-0.64,control,Yang_2020,phylum,-0.64
5468,assortativity,0.357,control,Yang_2020,phylum,0.357
5469,transitivity,0.214,control,Yang_2020,phylum,0.214
5470,algebraic_connectivity,0.368,control,Yang_2020,phylum,0.368
5471,density,-0.348,control,Yang_2020,phylum,-0.348
5472,assortativity,0.476,control,Yang_2020,phylum,0.476
5473,transitivity,0.0,control,Yang_2020,phylum,0.0
5474,algebraic_connectivity,0.26,control,Yang_2020,phylum,0.26
5475,density,0.143,control,Yang_2020,phylum,0.143
5476,assortativity,0.476,control,Yang_2020,phylum,0.476
5477,transitivity,0.4,control,Yang_2020,phylum,0.4
5478,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5479,density,-0.534,control,Yang_2020,phylum,-0.534
5480,assortativity,1.0,control,Yang_2020,phylum,1.0
5481,transitivity,0.545,control,Yang_2020,phylum,0.545
5482,algebraic_connectivity,1.0,control,Yang_2020,phylum,1.0
5483,density,-0.333,control,Yang_2020,phylum,-0.333
5484,assortativity,0.476,control,Yang_2020,phylum,0.476
5485,transitivity,0.25,control,Yang_2020,phylum,0.25
5486,algebraic_connectivity,0.0,control,Yang_2020,phylum,0.0
5487,density,-0.482,control,Yang_2020,phylum,-0.482
5488,assortativity,0.667,control,Yang_2020,phylum,0.667
5489,transitivity,0.462,control,Yang_2020,phylum,0.462
5490,algebraic_connectivity,0.697,control,Yang_2020,phylum,0.697
5491,density,-0.354,control,Yang_2020,phylum,-0.354
5492,assortativity,0.667,control,ThomasAM_2018a,phylum,0.667
5493,transitivity,0.429,control,ThomasAM_2018a,phylum,0.429
5494,algebraic_connectivity,0.0,control,ThomasAM_2018a,phylum,0.0
5495,density,0.041,control,ThomasAM_2018a,phylum,0.041
5496,assortativity,0.357,control,ThomasAM_2018a,phylum,0.357
5497,transitivity,0.0,control,ThomasAM_2018a,phylum,0.0
5498,algebraic_connectivity,0.0,control,ThomasAM_2018a,phylum,0.0
5499,density,-0.483,control,ThomasAM_2018a,phylum,-0.483
5500,assortativity,0.476,CRC,ThomasAM_2018a,phylum,0.476
5501,transitivity,0.273,CRC,ThomasAM_2018a,phylum,0.273
5502,algebraic_connectivity,0.368,CRC,ThomasAM_2018a,phylum,0.368
5503,density,-0.12,CRC,ThomasAM_2018a,phylum,-0.12
5504,assortativity,0.476,CRC,ThomasAM_2018a,phylum,0.476
5505,transitivity,0.231,CRC,ThomasAM_2018a,phylum,0.231
5506,algebraic_connectivity,0.551,CRC,ThomasAM_2018a,phylum,0.551
5507,density,-0.536,CRC,ThomasAM_2018a,phylum,-0.536
