,Property,Value,Group,Cohort,Level,Origin
432,assortativity,0.476,control,ZellerG_2014,phylum,0.476
433,transitivity,0.429,control,ZellerG_2014,phylum,0.429
434,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
435,density,-0.043,control,ZellerG_2014,phylum,-0.043
436,assortativity,0.476,adenoma,ZellerG_2014,phylum,0.476
437,transitivity,0.375,adenoma,ZellerG_2014,phylum,0.375
438,algebraic_connectivity,0.0,adenoma,ZellerG_2014,phylum,0.0
439,density,-0.25,adenoma,ZellerG_2014,phylum,-0.25
440,assortativity,0.667,CRC,ZellerG_2014,phylum,0.667
441,transitivity,0.4,CRC,ZellerG_2014,phylum,0.4
442,algebraic_connectivity,1.0,CRC,ZellerG_2014,phylum,1.0
443,density,-0.589,CRC,ZellerG_2014,phylum,-0.589
444,assortativity,0.476,CRC,ZellerG_2014,phylum,0.476
445,transitivity,0.429,CRC,ZellerG_2014,phylum,0.429
446,algebraic_connectivity,0.0,CRC,ZellerG_2014,phylum,0.0
447,density,-0.399,CRC,ZellerG_2014,phylum,-0.399
448,assortativity,0.667,CRC,ZellerG_2014,phylum,0.667
449,transitivity,0.375,CRC,ZellerG_2014,phylum,0.375
450,algebraic_connectivity,0.0,CRC,ZellerG_2014,phylum,0.0
451,density,-0.221,CRC,ZellerG_2014,phylum,-0.221
452,assortativity,0.476,CRC,ZellerG_2014,phylum,0.476
453,transitivity,0.6,CRC,ZellerG_2014,phylum,0.6
454,algebraic_connectivity,0.0,CRC,ZellerG_2014,phylum,0.0
455,density,-0.007,CRC,ZellerG_2014,phylum,-0.007
456,assortativity,0.667,CRC,ZellerG_2014,phylum,0.667
457,transitivity,0.529,CRC,ZellerG_2014,phylum,0.529
458,algebraic_connectivity,0.885,CRC,ZellerG_2014,phylum,0.885
459,density,-0.394,CRC,ZellerG_2014,phylum,-0.394
460,assortativity,0.476,control,ZellerG_2014,phylum,0.476
461,transitivity,0.3,control,ZellerG_2014,phylum,0.3
462,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
463,density,-0.357,control,ZellerG_2014,phylum,-0.357
464,assortativity,0.667,control,ZellerG_2014,phylum,0.667
465,transitivity,0.429,control,ZellerG_2014,phylum,0.429
466,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
467,density,0.041,control,ZellerG_2014,phylum,0.041
468,assortativity,0.667,control,ZellerG_2014,phylum,0.667
469,transitivity,0.375,control,ZellerG_2014,phylum,0.375
470,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
471,density,-0.221,control,ZellerG_2014,phylum,-0.221
472,assortativity,0.667,CRC,ZellerG_2014,phylum,0.667
473,transitivity,0.3,CRC,ZellerG_2014,phylum,0.3
474,algebraic_connectivity,0.631,CRC,ZellerG_2014,phylum,0.631
475,density,-0.437,CRC,ZellerG_2014,phylum,-0.437
476,assortativity,0.667,control,ZellerG_2014,phylum,0.667
477,transitivity,0.429,control,ZellerG_2014,phylum,0.429
478,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
479,density,0.041,control,ZellerG_2014,phylum,0.041
480,assortativity,0.476,adenoma,ZellerG_2014,phylum,0.476
481,transitivity,0.176,adenoma,ZellerG_2014,phylum,0.176
482,algebraic_connectivity,1.0,adenoma,ZellerG_2014,phylum,1.0
483,density,-0.64,adenoma,ZellerG_2014,phylum,-0.64
484,assortativity,0.476,control,ZellerG_2014,phylum,0.476
485,transitivity,0.462,control,ZellerG_2014,phylum,0.462
486,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
487,density,-0.194,control,ZellerG_2014,phylum,-0.194
488,assortativity,0.667,control,ZellerG_2014,phylum,0.667
489,transitivity,0.462,control,ZellerG_2014,phylum,0.462
490,algebraic_connectivity,0.697,control,ZellerG_2014,phylum,0.697
491,density,-0.311,control,ZellerG_2014,phylum,-0.311
492,assortativity,0.476,control,ZellerG_2014,phylum,0.476
493,transitivity,0.0,control,ZellerG_2014,phylum,0.0
494,algebraic_connectivity,0.0,control,ZellerG_2014,phylum,0.0
495,density,-0.483,control,ZellerG_2014,phylum,-0.483
496,assortativity,0.476,adenoma,ZellerG_2014,phylum,0.476
497,transitivity,0.0,adenoma,ZellerG_2014,phylum,0.0
498,algebraic_connectivity,0.0,adenoma,ZellerG_2014,phylum,0.0
499,density,0.062,adenoma,ZellerG_2014,phylum,0.062
500,assortativity,0.476,control,ZellerG_2014,phylum,0.476
501,transitivity,0.353,control,ZellerG_2014,phylum,0.353
502,algebraic_connectivity,0.647,control,ZellerG_2014,phylum,0.647
503,density,-0.468,control,ZellerG_2014,phylum,-0.468
504,assortativity,0.476,CRC,ZellerG_2014,phylum,0.476
505,transitivity,0.545,CRC,ZellerG_2014,phylum,0.545
506,algebraic_connectivity,0.0,CRC,ZellerG_2014,phylum,0.0
507,density,-0.335,CRC,ZellerG_2014,phylum,-0.335
508,assortativity,0.667,CRC,ZellerG_2014,phylum,0.667
509,transitivity,0.375,CRC,ZellerG_2014,phylum,0.375
510,algebraic_connectivity,0.0,CRC,ZellerG_2014,phylum,0.0
511,density,-0.221,CRC,ZellerG_2014,phylum,-0.221
512,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
513,transitivity,0.5,CRC,YachidaS_2019,phylum,0.5
514,algebraic_connectivity,0.486,CRC,YachidaS_2019,phylum,0.486
515,density,-0.32,CRC,YachidaS_2019,phylum,-0.32
516,assortativity,0.357,CRC,YachidaS_2019,phylum,0.357
517,transitivity,0.3,CRC,YachidaS_2019,phylum,0.3
518,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
519,density,-0.385,CRC,YachidaS_2019,phylum,-0.385
520,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
521,transitivity,0.214,CRC,YachidaS_2019,phylum,0.214
522,algebraic_connectivity,0.596,CRC,YachidaS_2019,phylum,0.596
523,density,-0.542,CRC,YachidaS_2019,phylum,-0.542
524,assortativity,0.476,control,YachidaS_2019,phylum,0.476
525,transitivity,0.25,control,YachidaS_2019,phylum,0.25
526,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
527,density,-0.257,control,YachidaS_2019,phylum,-0.257
528,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
529,transitivity,0.333,CRC,YachidaS_2019,phylum,0.333
530,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
531,density,-0.246,CRC,YachidaS_2019,phylum,-0.246
532,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
533,transitivity,0.25,CRC,YachidaS_2019,phylum,0.25
534,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
535,density,-0.482,CRC,YachidaS_2019,phylum,-0.482
536,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
537,transitivity,0.429,CRC,YachidaS_2019,phylum,0.429
538,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
539,density,0.041,CRC,YachidaS_2019,phylum,0.041
540,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
541,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
542,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
543,density,-0.063,CRC,YachidaS_2019,phylum,-0.063
544,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
545,transitivity,0.429,CRC,YachidaS_2019,phylum,0.429
546,algebraic_connectivity,0.764,CRC,YachidaS_2019,phylum,0.764
547,density,-0.497,CRC,YachidaS_2019,phylum,-0.497
548,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
549,transitivity,0.231,CRC,YachidaS_2019,phylum,0.231
550,algebraic_connectivity,0.551,CRC,YachidaS_2019,phylum,0.551
551,density,-0.495,CRC,YachidaS_2019,phylum,-0.495
552,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
553,transitivity,0.3,CRC,YachidaS_2019,phylum,0.3
554,algebraic_connectivity,0.631,CRC,YachidaS_2019,phylum,0.631
555,density,-0.341,CRC,YachidaS_2019,phylum,-0.341
556,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
557,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
558,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
559,density,-0.215,CRC,YachidaS_2019,phylum,-0.215
560,assortativity,0.667,control,YachidaS_2019,phylum,0.667
561,transitivity,0.25,control,YachidaS_2019,phylum,0.25
562,algebraic_connectivity,1.0,control,YachidaS_2019,phylum,1.0
563,density,-0.565,control,YachidaS_2019,phylum,-0.565
564,assortativity,1.0,control,YachidaS_2019,phylum,1.0
565,transitivity,0.545,control,YachidaS_2019,phylum,0.545
566,algebraic_connectivity,1.0,control,YachidaS_2019,phylum,1.0
567,density,-0.333,control,YachidaS_2019,phylum,-0.333
568,assortativity,0.667,control,YachidaS_2019,phylum,0.667
569,transitivity,0.375,control,YachidaS_2019,phylum,0.375
570,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
571,density,-0.221,control,YachidaS_2019,phylum,-0.221
572,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
573,transitivity,0.25,CRC,YachidaS_2019,phylum,0.25
574,algebraic_connectivity,0.882,CRC,YachidaS_2019,phylum,0.882
575,density,-0.403,CRC,YachidaS_2019,phylum,-0.403
576,assortativity,0.667,control,YachidaS_2019,phylum,0.667
577,transitivity,0.0,control,YachidaS_2019,phylum,0.0
578,algebraic_connectivity,0.325,control,YachidaS_2019,phylum,0.325
579,density,0.444,control,YachidaS_2019,phylum,0.444
580,assortativity,0.476,control,YachidaS_2019,phylum,0.476
581,transitivity,0.375,control,YachidaS_2019,phylum,0.375
582,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
583,density,-0.261,control,YachidaS_2019,phylum,-0.261
584,assortativity,0.476,control,YachidaS_2019,phylum,0.476
585,transitivity,0.375,control,YachidaS_2019,phylum,0.375
586,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
587,density,-0.261,control,YachidaS_2019,phylum,-0.261
588,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
589,transitivity,0.5,CRC,YachidaS_2019,phylum,0.5
590,algebraic_connectivity,0.631,CRC,YachidaS_2019,phylum,0.631
591,density,-0.235,CRC,YachidaS_2019,phylum,-0.235
592,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
593,transitivity,0.214,CRC,YachidaS_2019,phylum,0.214
594,algebraic_connectivity,0.596,CRC,YachidaS_2019,phylum,0.596
595,density,-0.542,CRC,YachidaS_2019,phylum,-0.542
596,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
597,transitivity,0.3,CRC,YachidaS_2019,phylum,0.3
598,algebraic_connectivity,0.631,CRC,YachidaS_2019,phylum,0.631
599,density,-0.437,CRC,YachidaS_2019,phylum,-0.437
600,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
601,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
602,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
603,density,-0.172,CRC,YachidaS_2019,phylum,-0.172
604,assortativity,0.357,CRC,YachidaS_2019,phylum,0.357
605,transitivity,0.231,CRC,YachidaS_2019,phylum,0.231
606,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
607,density,-0.504,CRC,YachidaS_2019,phylum,-0.504
608,assortativity,0.667,control,YachidaS_2019,phylum,0.667
609,transitivity,0.25,control,YachidaS_2019,phylum,0.25
610,algebraic_connectivity,0.882,control,YachidaS_2019,phylum,0.882
611,density,-0.485,control,YachidaS_2019,phylum,-0.485
612,assortativity,0.667,control,YachidaS_2019,phylum,0.667
613,transitivity,0.429,control,YachidaS_2019,phylum,0.429
614,algebraic_connectivity,0.764,control,YachidaS_2019,phylum,0.764
615,density,-0.497,control,YachidaS_2019,phylum,-0.497
616,assortativity,0.667,control,YachidaS_2019,phylum,0.667
617,transitivity,0.375,control,YachidaS_2019,phylum,0.375
618,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
619,density,-0.221,control,YachidaS_2019,phylum,-0.221
620,assortativity,0.667,control,YachidaS_2019,phylum,0.667
621,transitivity,0.545,control,YachidaS_2019,phylum,0.545
622,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
623,density,-0.289,control,YachidaS_2019,phylum,-0.289
624,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
625,transitivity,0.214,CRC,YachidaS_2019,phylum,0.214
626,algebraic_connectivity,0.596,CRC,YachidaS_2019,phylum,0.596
627,density,-0.628,CRC,YachidaS_2019,phylum,-0.628
628,assortativity,0.476,control,YachidaS_2019,phylum,0.476
629,transitivity,0.545,control,YachidaS_2019,phylum,0.545
630,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
631,density,-0.335,control,YachidaS_2019,phylum,-0.335
632,assortativity,0.476,control,YachidaS_2019,phylum,0.476
633,transitivity,0.0,control,YachidaS_2019,phylum,0.0
634,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
635,density,-0.215,control,YachidaS_2019,phylum,-0.215
636,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
637,transitivity,0.429,CRC,YachidaS_2019,phylum,0.429
638,algebraic_connectivity,0.764,CRC,YachidaS_2019,phylum,0.764
639,density,-0.497,CRC,YachidaS_2019,phylum,-0.497
640,assortativity,0.357,control,YachidaS_2019,phylum,0.357
641,transitivity,0.0,control,YachidaS_2019,phylum,0.0
642,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
643,density,-0.483,control,YachidaS_2019,phylum,-0.483
644,assortativity,0.357,CRC,YachidaS_2019,phylum,0.357
645,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
646,algebraic_connectivity,0.289,CRC,YachidaS_2019,phylum,0.289
647,density,-0.303,CRC,YachidaS_2019,phylum,-0.303
648,assortativity,0.357,control,YachidaS_2019,phylum,0.357
649,transitivity,0.3,control,YachidaS_2019,phylum,0.3
650,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
651,density,-0.385,control,YachidaS_2019,phylum,-0.385
652,assortativity,0.476,control,YachidaS_2019,phylum,0.476
653,transitivity,0.231,control,YachidaS_2019,phylum,0.231
654,algebraic_connectivity,0.466,control,YachidaS_2019,phylum,0.466
655,density,-0.515,control,YachidaS_2019,phylum,-0.515
656,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
657,transitivity,0.4,CRC,YachidaS_2019,phylum,0.4
658,algebraic_connectivity,1.0,CRC,YachidaS_2019,phylum,1.0
659,density,-0.408,CRC,YachidaS_2019,phylum,-0.408
660,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
661,transitivity,0.25,CRC,YachidaS_2019,phylum,0.25
662,algebraic_connectivity,0.609,CRC,YachidaS_2019,phylum,0.609
663,density,-0.357,CRC,YachidaS_2019,phylum,-0.357
664,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
665,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
666,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
667,density,-0.186,CRC,YachidaS_2019,phylum,-0.186
668,assortativity,0.357,control,YachidaS_2019,phylum,0.357
669,transitivity,0.231,control,YachidaS_2019,phylum,0.231
670,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
671,density,-0.504,control,YachidaS_2019,phylum,-0.504
672,assortativity,1.0,CRC,YachidaS_2019,phylum,1.0
673,transitivity,0.8,CRC,YachidaS_2019,phylum,0.8
674,algebraic_connectivity,1.0,CRC,YachidaS_2019,phylum,1.0
675,density,-0.396,CRC,YachidaS_2019,phylum,-0.396
676,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
677,transitivity,0.3,CRC,YachidaS_2019,phylum,0.3
678,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
679,density,-0.323,CRC,YachidaS_2019,phylum,-0.323
680,assortativity,0.476,control,YachidaS_2019,phylum,0.476
681,transitivity,0.273,control,YachidaS_2019,phylum,0.273
682,algebraic_connectivity,0.412,control,YachidaS_2019,phylum,0.412
683,density,-0.125,control,YachidaS_2019,phylum,-0.125
684,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
685,transitivity,0.273,CRC,YachidaS_2019,phylum,0.273
686,algebraic_connectivity,0.368,CRC,YachidaS_2019,phylum,0.368
687,density,-0.459,CRC,YachidaS_2019,phylum,-0.459
688,assortativity,0.667,control,YachidaS_2019,phylum,0.667
689,transitivity,0.545,control,YachidaS_2019,phylum,0.545
690,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
691,density,-0.289,control,YachidaS_2019,phylum,-0.289
692,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
693,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
694,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
695,density,-0.172,CRC,YachidaS_2019,phylum,-0.172
696,assortativity,0.476,control,YachidaS_2019,phylum,0.476
697,transitivity,0.333,control,YachidaS_2019,phylum,0.333
698,algebraic_connectivity,0.704,control,YachidaS_2019,phylum,0.704
699,density,-0.632,control,YachidaS_2019,phylum,-0.632
700,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
701,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
702,algebraic_connectivity,0.438,CRC,YachidaS_2019,phylum,0.438
703,density,-0.221,CRC,YachidaS_2019,phylum,-0.221
704,assortativity,0.357,control,YachidaS_2019,phylum,0.357
705,transitivity,0.158,control,YachidaS_2019,phylum,0.158
706,algebraic_connectivity,0.574,control,YachidaS_2019,phylum,0.574
707,density,-0.667,control,YachidaS_2019,phylum,-0.667
708,assortativity,0.476,control,YachidaS_2019,phylum,0.476
709,transitivity,0.333,control,YachidaS_2019,phylum,0.333
710,algebraic_connectivity,0.704,control,YachidaS_2019,phylum,0.704
711,density,-0.632,control,YachidaS_2019,phylum,-0.632
712,assortativity,0.357,CRC,YachidaS_2019,phylum,0.357
713,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
714,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
715,density,-0.46,CRC,YachidaS_2019,phylum,-0.46
716,assortativity,0.476,control,YachidaS_2019,phylum,0.476
717,transitivity,0.333,control,YachidaS_2019,phylum,0.333
718,algebraic_connectivity,0.704,control,YachidaS_2019,phylum,0.704
719,density,-0.632,control,YachidaS_2019,phylum,-0.632
720,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
721,transitivity,0.214,CRC,YachidaS_2019,phylum,0.214
722,algebraic_connectivity,0.596,CRC,YachidaS_2019,phylum,0.596
723,density,-0.566,CRC,YachidaS_2019,phylum,-0.566
724,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
725,transitivity,0.6,CRC,YachidaS_2019,phylum,0.6
726,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
727,density,-0.2,CRC,YachidaS_2019,phylum,-0.2
728,assortativity,0.476,control,YachidaS_2019,phylum,0.476
729,transitivity,0.375,control,YachidaS_2019,phylum,0.375
730,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
731,density,-0.189,control,YachidaS_2019,phylum,-0.189
732,assortativity,0.667,control,YachidaS_2019,phylum,0.667
733,transitivity,0.462,control,YachidaS_2019,phylum,0.462
734,algebraic_connectivity,0.697,control,YachidaS_2019,phylum,0.697
735,density,-0.378,control,YachidaS_2019,phylum,-0.378
736,assortativity,0.357,control,YachidaS_2019,phylum,0.357
737,transitivity,0.3,control,YachidaS_2019,phylum,0.3
738,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
739,density,-0.385,control,YachidaS_2019,phylum,-0.385
740,assortativity,0.667,control,YachidaS_2019,phylum,0.667
741,transitivity,0.545,control,YachidaS_2019,phylum,0.545
742,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
743,density,-0.311,control,YachidaS_2019,phylum,-0.311
744,assortativity,0.476,control,YachidaS_2019,phylum,0.476
745,transitivity,0.0,control,YachidaS_2019,phylum,0.0
746,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
747,density,0.229,control,YachidaS_2019,phylum,0.229
748,assortativity,0.667,control,YachidaS_2019,phylum,0.667
749,transitivity,0.3,control,YachidaS_2019,phylum,0.3
750,algebraic_connectivity,0.631,control,YachidaS_2019,phylum,0.631
751,density,-0.437,control,YachidaS_2019,phylum,-0.437
752,assortativity,0.667,control,YachidaS_2019,phylum,0.667
753,transitivity,0.375,control,YachidaS_2019,phylum,0.375
754,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
755,density,-0.167,control,YachidaS_2019,phylum,-0.167
756,assortativity,0.476,control,YachidaS_2019,phylum,0.476
757,transitivity,0.0,control,YachidaS_2019,phylum,0.0
758,algebraic_connectivity,0.296,control,YachidaS_2019,phylum,0.296
759,density,-0.635,control,YachidaS_2019,phylum,-0.635
760,assortativity,0.667,CRC,YachidaS_2019,phylum,0.667
761,transitivity,0.6,CRC,YachidaS_2019,phylum,0.6
762,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
763,density,0.39,CRC,YachidaS_2019,phylum,0.39
764,assortativity,0.476,control,YachidaS_2019,phylum,0.476
765,transitivity,0.176,control,YachidaS_2019,phylum,0.176
766,algebraic_connectivity,1.0,control,YachidaS_2019,phylum,1.0
767,density,-0.64,control,YachidaS_2019,phylum,-0.64
768,assortativity,0.357,control,YachidaS_2019,phylum,0.357
769,transitivity,0.0,control,YachidaS_2019,phylum,0.0
770,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
771,density,-0.34,control,YachidaS_2019,phylum,-0.34
772,assortativity,0.476,control,YachidaS_2019,phylum,0.476
773,transitivity,0.231,control,YachidaS_2019,phylum,0.231
774,algebraic_connectivity,0.73,control,YachidaS_2019,phylum,0.73
775,density,-0.195,control,YachidaS_2019,phylum,-0.195
776,assortativity,0.476,control,YachidaS_2019,phylum,0.476
777,transitivity,0.375,control,YachidaS_2019,phylum,0.375
778,algebraic_connectivity,0.0,control,YachidaS_2019,phylum,0.0
779,density,0.074,control,YachidaS_2019,phylum,0.074
780,assortativity,0.357,CRC,YachidaS_2019,phylum,0.357
781,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
782,algebraic_connectivity,0.0,CRC,YachidaS_2019,phylum,0.0
783,density,-0.089,CRC,YachidaS_2019,phylum,-0.089
784,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
785,transitivity,0.231,CRC,YachidaS_2019,phylum,0.231
786,algebraic_connectivity,0.551,CRC,YachidaS_2019,phylum,0.551
787,density,-0.536,CRC,YachidaS_2019,phylum,-0.536
788,assortativity,0.476,control,YachidaS_2019,phylum,0.476
789,transitivity,0.333,control,YachidaS_2019,phylum,0.333
790,algebraic_connectivity,0.704,control,YachidaS_2019,phylum,0.704
791,density,-0.472,control,YachidaS_2019,phylum,-0.472
792,assortativity,0.667,control,YachidaS_2019,phylum,0.667
793,transitivity,0.3,control,YachidaS_2019,phylum,0.3
794,algebraic_connectivity,0.631,control,YachidaS_2019,phylum,0.631
795,density,-0.341,control,YachidaS_2019,phylum,-0.341
796,assortativity,0.476,CRC,YachidaS_2019,phylum,0.476
797,transitivity,0.0,CRC,YachidaS_2019,phylum,0.0
